title,text,commentary,locality,category,label
Vláda Matoviča pokračuje v nákupe predražených odevov od ľudí blízkych SMER-SD,"Firma Rempo je zaujimavá tým, že dlhodobo sprostredkúva predražené zákazky štátu. O firme Rempo sa písalo, že má blízko k motorkárom SMER-SD: Tomáš Drucker, Jozef Ráž ml.,  Vo firme pôsobi rodina Dvoreckých a Balážových, ktorí sú susedmi v luxusnej oblasti Záhorskej Bystrice.Kšefty pre firmu napojenú na SMER-SD, ktorú sám Matovič kritizoval pokračujú aj za vlády Matoviča. Odkaz na centrálny register zmlúv: https://www.crz.gov.sk/index.php?ID=2171273&art_zs2=rempo&art_predmet=&art_ico=&art_suma_zmluva_od=&art_suma_zmluva_do=&art_datum_zverejnene_od=&art_datum_zverejnene_do=&art_rezort=0&art_zs1=&nazov=&art_ico1=&odoslat=Vyh%C4%BEada%C5%A5Tú môžte vidiet zákazky, ktoré sú za Matovičovej vlády, najviac znova na ministerstve obrany, kde pôsobí Jaroslav Naď.Firma predáva štátu predražené odevy, tie len sprostredkuje – dodavateľom tovaru je niekto iný. V roku 2015 mala tržby 8 800 000 EUR, v roku 2017 im tržby porástli na vyše 17 miliónov. Podobne aj ostatné firmy prepojené na tieto rodiny získavajú štátne zákazky, ako napr. Port 7, Judex corp.  V súvislosti s týmito osobami sa spomína aj meno Druckerovej ženy, ktorá nevedela vysvetliť pôvod sporných pozemkov…zdroj: https://domov.sme.sk/c/22219129/rempo-ma-blizko-k-motorkarom-zo-smeru.htmlRempo podľa získalo do roku 2018 štátne zákazky spolu za 45 milión EUR.Zákazku od železníc získala spomínaná firma podobne ako zákazku pre Slovenskú poštu. Bolo to na rovnošaty za takmer 5,3 milióna eur bez DPH z konca júla, kedy firma súťažila sama a pošta to vysvetľovala tým, že už raz súťaž zrušila a vyhlasovať tretiu súťaž nemalo zmysel.Firma Rempo sa minulý rok objavila v kauze Tomáša Druckera, ktorý bol vtedy tri týždne ministrom vnútra za Smer. Vlani na jar Igor Matovič vyhlásil, že Drucker a jeho manželka získali v minulosti pozemky pri Trnave aj v meste za desatinu ich trhovej hodnoty. Ušetrili podľa neho takmer jeden a pol milióna eur.",None,None,None,0
Mičovský a dosadzovanie svojich ľudí bez konkurzu – Mrva,"Matovičov človek Mrva bude riadiť úrad geodézie. Žiadny konkurz nebol.Nikto nevedel, že sa hľadá nový šéf úradu katastra, pretože štát o tom nikde neinformoval. Aj tak sa našiel kandidát, ktorý mal vypracovaný projekt na zmeny v riadení úradu.Vláda takto vybrala za nového predsedu Úradu geodézie, kartografie a katastra blízkeho človeka OĽaNO Jána Mrvu, hoci sa zaviazala skoncovať s klientelizmom.Mrva za OĽaNO neúspešne kandidoval v parlamentných voľbách vo februári, neúspešne za OĽaNO kandidoval aj v komunálnych voľbách v roku 2018 za primátora Bratislavy.Na facebooku sa Mrva profiluje ako nekritický podporovateľ a obhajovateľ premiéra Igora Matoviča z OĽaNO. „Náš Igor, bojovník“ či „Zostaň sám sebou, Igi“ sú len niektoré z komentárov, ktoré necháva pravidelne pod Matovičovými statusmi na facebooku.Úrad, ktorý bude viesť, spravuje katastrálny portál, kontroluje katastrálne odbory na okresných úradoch a nastavuje systémy geodetických meraní.Zdroj:  https://domov.sme.sk/c/22471718/matovicov-clovek-mrva-bude-riadit-urad-geodezie-konkurz-nevyhral-ziadny-nebol.html",None,None,None,0
"Proti Lukašenkovi vystúpil jeho dlhoročný blízky, bývaly veľvyslanec v Izraeli","Izrael vo svetovej politike zohráva úlohy, ktoré sú pred verejnosťou pomerne uchránene. Nájde sa množstvo ľudí, ktorí kritizujú Lukašenka, ale zrazu kálkuláciu a vypočítavosť tohto lojálneho poskoka – Igora Leschenya ospevujú. Ide o Lukašenkovu blízku osoba, ktorá keď zacítila, že Lukašenko končí…využila situáciu. Vzhľadom na to, že ide o osobu, ktorá má pravdepodobne informácie o tom, čo sa bude diať, kalkuloval najvhodnejšie pre neho. Dokiaľ mu Lukašenkov režim sypal peniažky, staral sa o blahobyt, ani neštekol.https://spectator.sme.sk/c/22469888/belarusian-ambassador-to-slovakia-steps-down.html",None,None,None,0
Radovan Bránik sa na facebooku neudržal a bol vulgárny,"Radovan Bránik je na slovenskom internete zaujímavou figúrkou. Bol aj v krízovom štábe na boj s koronavírusom, ako a prečo sa tam dostal ostáva otázne.",None,None,None,0
Český profesor a lekár kriticky voči rúškam a opatreniam v Česku,"Na Slovensku máme mnoho profesorov, mnohí však skončili na pochybnej Univerzite Sv. Alžbety Dr. Krčmerýho. Na tejto škole získala titul Doc. aj bývala ministerka – Andrea Kalavská, jej manžel napojený na farma lobby tam získal titul prof. a dokonca aj najväčši obhajca očkovania proti Covid a člen Matovičovho krizového štábu – Pavol Jarčuška tam tiež získal prof. titul. V krizovom štábe Matoviča robil aj prof. Krčméry.Je až smiešne riadiť sa takýmito odborníkmi, ktorých tituly sú pochybné a vedomosti otázne. Vďaka médiam a lobystickým skupinam sa im vytvára pozitívny obraz v spoločnosti. Viacerí z nich sú napojení na finančné skupiny, farma lobby.Na proti tomu voči týmto nezmyselným opatreniam vystupujú ľudia, ktorí majú tituly získane nie na pochybných univerzitách, ale na lekárskych faktultách, kde to je problematické a na Slovensku skutočných profesorov medicíny máme minimum z toho, čo v Česku. Oplatí sa vypočuť si názor profesora, onkológa a bývaleho dekana lekárskej fakulty Masarykovej Univerzity – MUDr. Žaloudika.Ten kritizuje nosenie rúšok všetkými občanmi. Taktiež kritizuje strašenie pozitivitou testou a pousmieva sa, že všetci sme pozitívni na baktériu E.Coli. Pritom média a „odborná“ verejnosť sa zabudla zamerať na nárast pozitívnych prípadov COVID s príznakmi ochorenia, o tých nejako nepočuť.zdroj: https://www.youtube.com/watch?v=9AAJYYw7IZM",None,None,None,0
"Lukašenko žiadal od medzinárodného menového fondu pôžičku, tí chceli prisnejšie opatrenia voči COVID v krajine","Zaujimavé ako finančné organizácie dokážu zasahovať do diania štátov. Bielorusko je známe tým, že voči Covidu tam neboli takmer žiadne opatrenia. Boli masové podujatia, futbalové zápasy…Zdroj: https://www.facebook.com/peter.marcek.5/videos/3346948045364554/",None,None,None,0
Členovia ekonomického krízového štábu,"Aktualizované dňa: 07.05.2020 16:34Kríza spôsobená pandémiou koronavírusu patrí k najväčším ekonomickým výzvam za posledných 100 rokov. Obmedzenie dopytu a produkcie nevyhnutné pre spomalenie šírenia vírusu je bezprecedentné tak rýchlosťou, ako aj  globálnym dosahom. Pokles tržieb a poruchy dodávateľských vzťahov v mnohých odvetviach ekonomiky ohrozujú životaschopnosť aj predtým úspešných firiem a prácu mnohých zamestnancov a živnostníkov. Vláda na túto hrozbu zareagovala prijatím opatrení nebývalého rozsahu s cieľom zabrániť trvalému prerušeniu produktívnych ekonomických vzťahov, ktoré sú základom pre eventuálne rýchle oživenie ekonomiky a životnej úrovne obyvateľov Slovenska.Postupné uvoľňovanie reštrikcií, obnova domáceho dopytu a nastavenie verejných politík smerom k udržateľnému rastu sú veľkými výzvami. Budú vyžadovať priebežné vyhodnocovanie a konsolidáciu údajov z domova aj zo zahraničia, analýzu rizík vývoja slovenskej ekonomiky, vyhodnocovanie postupov pri riešeniach krízy, odbornú diskusiu ohľadom možných opatrení, posúdenie ich možných vplyvov, ako aj vypracovanie konkrétnych návrhov. Za týmto účelom bol na Ministerstve financií SR zriadený ekonomický krízový štáb, ako dočasný poradný a koordinačný orgán ministra financií. Jeho členovia sa v užšom kruhu stretávajú aj s predsedom vlády a zástupcami zamestnancov a zamestnávateľov.Členmi ekonomického krízového štábu sú:Eduard Heger, minister financií SREduard Hagara, riaditeľ Inštitútu finančnej politiky MF SRLucia Fašungová, generálna riaditeľka Inštitútu sociálnej politiky MPSV SRPeter Goliaš, riaditeľ INEKOLuboš Jančík, štátny tajomník MF SRMartin Kahanec, riaditeľ Stredoeurópskeho inštitútu pre výskum práce CELSIJuraj Karpiš, analytik INESSŠtefan Kišš, riaditeľ Útvaru hodnoty za peniaze MF SRMarcel Klimek, štátny tajomník MF SRJán Marušinec, výkonný riaditeľ MESA 10Tomáš Meravý, ekonomický expert Za ľudíĽudovít Ódor, viceguvernér Národnej banky SlovenskaIvan Šramko, predseda Rady pre rozpočtovú zodpovednosťJán Tóth, Klub ekonomických analytikovVladimír Tvaroška, ekonómFerdinand Varga, generálny riaditeľ Boston Consulting Group, BudapešťMarián Viskupič, predseda Výboru NR SR pre financie a rozpočetTlačový odborMinisterstvo financií SRzdroj: https://www.mfsr.sk/sk/media/tlacove-spravy/clenovia-ekonomickeho-krizoveho-stabu.html",None,None,None,0
"Trpel Slovák, ktorého zabili v Belgicku závažnou psychickou poruchou?","V Belgicku došlo pravdepodobne k zabitiu závažne psychicky chorého človeka, ktorý mal byť okamžite z letiska prevezený na psychiatrické oddelenie a nie do samotky… Došlo pravdepodobne nielen k závažnemu zločinu zabitia, ale aj neposkytnutia zdravotnej starostlivosti. Člen polície nie je psychiater, aby určil, či išlo o psychopata, alebo psychotika…Média v roku 2018 popisovali chaos a abnormálne správanie Slováka Jozefa Chovanca na letisku. Ten podľa článkov sa správal neprimerane a na základe popisu v médiach je vysoko pravdepodobné, že išlo o prejavy závažnej psychickej poruchy z okruhu psychotického spektra. Ide o stav počas, ktorého pacient (z lat. patiens – trpiaci) nie je zodpovedný za svoje konanie, neuvedomuje si, čo robí.Asi 40-ročný Slovák prekonal letiskovú bariéru a zastavila ho až posádka lietadla. Podľa informácií, ktoré priniesla televízia JOJ, Slovák na otázku posádky, s kým cestuje, odpovedal, že s Ježišom Kristom. Svedkovia tvrdia, že nemal palubný lístok. Po tom, čo muž na žiadosť personálu v lietadle odmietol vystúpiť, sa rozpútala hotová dráma, pri ktorej musela zasahovať polícia. Muži zákona napokon Slováka spacifikovali. (zdroj: https://www.cas.sk/clanok/662054/slovak-bez-letenky-sposobil-chaos-na-letisku-v-bruseli-cestujem-s-jezisom-kristom/)Toto je úsek z cas.sk z roku 2018 naznačujúci prítomnosť psychotického ochorenia.Pri podozrení na takéto abnormálne chovanie je nevyhnutné okamžite privolať záchrannú službu s lekárom a pacienta v doprovode polície previesť na najbližšie psychiatrické pracovisko a tam pacienta vyšetriť. Lekár – psychiater ako jediný môže rozhodnúť, či pacient trpí, alebo netrpí závažnou psychickou poruchou a či je schopný pobytu v cele, alebo v samotke, ako bol pán Chovanec. S veľkou pravdepodobnosťou išlo o psychotické ochorenie a pacient nemal byť umiestnený na samotku a mal byť hospitalizovaný na psychiatrickom oddeleni.V roku 2020 sa dostali do médii videa, kde odhalili brutálnosť bezpečnostných zložiek. Tie nielen, že neprimerane zasiahli, nedoržali základne postupy, navyše sa posmievali s veľkou pravdepodobnosťou zo závažne psychicky chorého človeka hajlovanim a ich neprimeraný zásah a nedodržanie postupu umiestnenia do zdravotnického zariadenia spôsobilo smrť pacienta, ktorý nevedel, čo robí. Ide o závažný trestný čin zabitia a neposkytnutia adekvátnej zdravotnej starostlivosti.  Je zvláštne, ako všetky média hlavného prúdu o tomto mlčia a prípad bagatelizujú.Čo sa týka psychického ochorenia, to sa mohlo prvýkrát v živote prejaiť na letisku. Pacient nemusel byť nikdy predtým liečení a nemusel mať pre okolie zjavné príznaky svedčiace pre psychickú poruchu.odkazy: https://twunroll.com/article/1296090282304430081MUDr. Radoslav Čičala",None,None,None,0
Matovičov ústredný krízový štáb,"Ich nariadenia vychádzajú často z ich domnienok a nespravných analýz, ich činnosť sa nikde neuchováva, platíme ich z verejných financií, vybral ich nevedno kto a nevedno ako. Niektorí z nich sú prepojení na farma firmy a business s testovaním… Nepoznáme ich psychiku, ak je niekto z ních úzkostný tak nespráne vyhodnocuje nebezpečie koronavírusu a opatrenia môžu viesť k ďalšim samovraždám pozitívnych ľudí na koronavírus, ktorý ako sa ukazuje je podstatne menej nebezpečný ako šíria média a vystrašení odborníci…",None,None,None,0
Lekár písal na veľvyslanectvo SR v Belgicku vo veci Jozefa Chovanca,"V Belgicku došlo pravdepodobne k zabitiu závažne psychicky chorého človeka, ktorý mal byť okamžite z letiska prevezený na psychiatrické oddelenie a nie do samotky… Došlo pravdepodobne nielen k závažnému zločinu zabitia, ale aj neposkytnutia zdravotnej starostlivosti. Člen polície nie je psychiater, aby určil, či išlo o psychopata, alebo psychotika… Navyše lekárka – záchranárka sa smiala zo smrti psychicky chorého človeka, ktorého smrť spôsobili tam prítomné osoby. Z daného videa vyplýva, že osoby na danom videu okrem Jozefa Chovanca sú psychopati a podľa posmeškov protislovensky orientovaní. Nie je možné, aby takto skupinovo konali voči jednej osobe inej národnosti. Taktiež osoba na videu vykonávajúca masaž srdca ju nevykonáva správne a neunúvali sa „nám podradnému národu“ poskytnúť ani umelé dýchanie.Média v roku 2018 popisovali chaos a abnormálne správanie Slováka Jozefa Chovanca na letisku. Ten podľa článkov sa správal neprimerane a na základe popisu v médiach je vysoko pravdepodobné, že išlo o prejavy závažnej psychickej poruchy z okruhu psychotického spektra. Ide o stav počas, ktorého pacient (z lat. patiens – trpiaci) nie je zodpovedný za svoje konanie, neuvedomuje si, čo robí.Asi 40-ročný Slovák prekonal letiskovú bariéru a zastavila ho až posádka lietadla. Podľa informácií, ktoré priniesla televízia JOJ, Slovák na otázku posádky, s kým cestuje, odpovedal, že s Ježišom Kristom. Svedkovia tvrdia, že nemal palubný lístok. Po tom, čo muž na žiadosť personálu v lietadle odmietol vystúpiť, sa rozpútala hotová dráma, pri ktorej musela zasahovať polícia. Muži zákona napokon Slováka spacifikovali. (zdroj: https://www.cas.sk/clanok/662054/slovak-bez-letenky-sposobil-chaos-na-letisku-v-bruseli-cestujem-s-jezisom-kristom/)Toto je úsek z cas.sk z roku 2018 naznačujúci prítomnosť psychotického ochorenia.Pri podozrení na takéto abnormálne chovanie je nevyhnutné okamžite privolať záchrannú službu s lekárom a pacienta v doprovode polície previesť na najbližšie psychiatrické pracovisko a tam pacienta vyšetriť. Lekár – psychiater ako jediný môže rozhodnúť, či pacient trpí, alebo netrpí závažnou psychickou poruchou a či je schopný pobytu v cele, alebo v samotke, ako bol pán Chovanec. S veľkou pravdepodobnosťou išlo o psychotické ochorenie a pacient nemal byť umiestnený na samotku a mal byť hospitalizovaný na psychiatrickom oddeleni.V roku 2020 sa dostali do médii videa, kde odhalili brutálnosť bezpečnostných zložiek. Tie nielen, že neprimerane zasiahli. Nedoržali základné postupy, navyše sa posmievali s veľkou pravdepodobnosťou zo závažne psychicky chorého človeka hajlovanim a ich neprimeraný zásah a nedodržanie postupu umiestnenia do zdravotníckeho zariadenia spôsobilo smrť pacienta, ktorý nevedel, čo robí. Ide o závažný trestný čin zabitia a neposkytnutia adekvátnej zdravotnej starostlivosti už od abnormného chovania na letisku. Búchanie si hlavy o stenu, až do krvi, svedči ešte viac pre najzávažnejšie psychické poruchy a vymiznutie pudu sebazáchovy. Je zvláštne, ako všetky média hlavného prúdu o tomto mlčia a prípad bagatelizujú.Prosím Vás o posunutie danej veci na úrad pred dohľad nad zdravotnou starostlivosťou v Belgicku, podanie trestného oznámenie pre podozrenie z neposkytnutia včas, adekvátnej zdraovotnej starostlivosti viacerými osobami vrátane lekára. Taktiež je nevyhnutné znalecke skúmanie prípadu nezávislymi znalcami z oboru psychiatrie, došetrenie či Jozef Chovanec už predtým nebol psychiatricky liečeny.Ďakujem,s pozdravom MUDr. Radoslav Čičala",None,None,None,0
Prípad vraždy Jozefa Chovanca chcel sudca ukončiť už v marci 2019,"V marci 2019 sa vdova po Jozefovi dozvedá prostredníctvom ambasády, že sudca chce zastaviť vyšetrovanie. Právnik pani Chovancovej ostal prekvapený, kedže bolo veľa dôležitých faktov nevyšetrených.august 2019 až v tomto mesiaci sa začína prípad viac vyšetrovať, po tom ako belgické noviny hln.be zverejnili fotky zásahu polície.20 august 2020: André Desenfants, 2. najvyšši predstaviteľ federálnej polície, dočasne sa vzdáva funkcie. Desenfants hovorí, že neurobil žiadnu chybu, pretože o tom nevedel a nebol informovaný. Vyjadril sa, že nechápe prečo nebol informovaný o danom incidente.22. augusta 2020 Riaditeľ leteckej polície Danny Elst sa vzdáva funkcie.26. augusta 2020 urgentne zasadnutie parlamentnej komisie. Súčasný minister vnútra Pieter de Crem hovorí, že jeho predchodca Jan Jambon vedel o tomto brútalnom prípade už v júli 2018. Jambon sa vyjadril, že nemá problém prísť do parlamentu vysvetliť jeho konanie.Tu vidíme, že nebyť videa, ktoré uniklo, prípad sa skryje… Prečo tak niekomu záležalo to skryť a kto všetko v tom bol je otázne.Zarážajúce je smiech doktorky pri zabitom človekovi, ktorého oživuje smejúca sa osoba nesprávnym postupom. Všetci z cely sa pozerali na niekoho v dverách a toho chceli potešiť svojim sadistickým vražedným správanim.https://www.hln.be/nieuws/binnenland/tijdlijn-dit-gebeurde-sinds-het-politieoptreden-in-charleroi-waarbij-jozef-chovanec-stierf",None,None,None,0
Group murder of Jozef Chovanec,"Shortened version of video. The case is investigated for 2 years, Belgium wanted to cover it up. But things has changed after releasing of videos and photos by his woman and her lawyers. Belgium authorities said that it was heart infarct as cause of death. If you look at video, you can see murder.",None,None,None,0
"Opatrenia voči COVID-19 sa netýkajú vyvolených – poslancov EÚ, ani ich rodín","Najkrajší príklad za všetky je výnimka z opatrenia o karanténe pre europoslancov a ich rodinných príslušníkov. Táto kasta verných nohsledov a služobníkov Únie môže cestovať po celom svete, ale oni nákazu neprenášajú. Lebo v Bruseli sa tak rozhodlo. A aby bolo jasné, že Únia si svojich podrží, tak sa výnimka vzťahuje aj na celé rodiny europoslancov.Takže ako to je? Je skutočným cieľom korona opatrení ochrana ľudí pred vírusom, alebo ide o prípravu na postupnú stratu slobody a zmenu myslenia s spôsobu života celých národov?zdroj: https://www.facebook.com/Kotlebaofficialfanpage/photos/a.105802704537372/141722014278774/",None,None,None,0
Počas protestov v  Holandsku polícia fyzicky napádala starých aj ženy,"Cez víkend 23.8.2020 sa konali protesty v Holandsku, v Haagu voči COVID opatreniam.Zdroj: https://www.journalistenwatch.com/2020/08/23/den-haag-corona/",None,None,None,0
